Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Attendance,Referee,HS,AS,HST,AST,HHW,AHW,HC,AC,HF,AF,HO,AO,HY,AY,HR,AR,HBP,ABP,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,SYH,SYD,SYA,WHH,WHD,WHA
SC1,08/09/01,Partick,Ayr,2.0,1.0,H,1.0,1.0,D,3820.0,I. M. Fyfe,8.0,8.0,5.0,1.0,0.0,0.0,4.0,3.0,21.0,20.0,4.0,1.0,3.0,3.0,0.0,0.0,30.0,30.0,,,,2.2,3.1,2.5,,,,2.25,3.4,2.5,2.25,3.6,2.5,2.3,3.4,2.5
SC1,16/03/02,Airdrie,Clyde,2.0,2.0,D,1.0,1.0,D,1551.0,"Clark, K. W.",10.0,13.0,4.0,3.0,0.0,0.0,4.0,3.0,12.0,15.0,3.0,3.0,2.0,2.0,0.0,0.0,20.0,20.0,1.75,3.25,4.0,1.8,3.2,3.3,1.83,3.5,3.4,2.0,3.4,3.0,1.909,3.75,3.0,1.83,3.4,3.5
SC1,23/03/02,Inverness C,Ross County,1.0,1.0,D,0.0,0.0,D,4685.0,"Orr, R.",10.0,9.0,3.0,5.0,0.0,0.0,7.0,5.0,9.0,17.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,25.0,2.15,3.25,2.92,2.2,3.1,2.5,2.2,3.25,2.75,2.3,3.4,2.5,,,,2.2,3.5,2.62
SC1,01/12/01,St Mirren,Raith Rvs,1.0,1.0,D,1.0,1.0,D,3417.0,G. P. Mitchell,8.0,6.0,5.0,3.0,0.0,0.0,9.0,7.0,7.0,19.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47,3.6,5.85,1.45,3.6,4.8,,,,1.5,3.5,5.5,1.53,3.6,5.0,1.44,3.75,6.0
SC1,16/03/02,Ross County,St Mirren,4.0,1.0,H,2.0,1.0,H,2957.0,"Freeland, A.",15.0,10.0,8.0,4.0,0.0,0.0,8.0,6.0,7.0,8.0,3.0,2.0,2.0,1.0,0.0,0.0,20.0,10.0,2.1,3.3,2.9,2.0,3.1,2.8,2.0,3.4,3.0,2.1,3.4,2.8,2.0,3.6,2.875,2.0,3.4,3.0
SC1,26/03/02,Ayr,Arbroath,0.0,0.0,D,0.0,0.0,D,2249.0,"Summers, D",11.0,3.0,5.0,2.0,0.0,0.0,7.0,5.0,14.0,12.0,5.0,1.0,0.0,2.0,0.0,0.0,0.0,20.0,1.83,3.45,3.45,1.8,3.2,3.3,1.8,3.5,3.5,1.8,3.4,3.5,2.0,3.4,3.0,1.8,3.5,3.5
SC1,02/04/02,St Mirren,Ayr,1.0,1.0,D,1.0,0.0,H,3002.0,"Clyde, G. T.",10.0,12.0,4.0,4.0,0.0,0.0,4.0,11.0,14.0,14.0,2.0,0.0,3.0,4.0,0.0,0.0,30.0,40.0,2.43,3.55,2.38,,,,2.5,3.5,2.25,2.375,3.4,2.4,2.5,3.6,2.25,2.3,3.4,2.5
SC1,08/09/01,Raith Rvs,Falkirk,5.0,2.0,H,3.0,1.0,H,2360.0,R. Orr,13.0,8.0,6.0,3.0,0.0,1.0,4.0,7.0,11.0,5.0,5.0,2.0,4.0,3.0,0.0,0.0,40.0,30.0,,,,2.4,3.0,2.3,,,,2.62,3.4,2.2,2.6,3.5,2.2,2.62,3.5,2.2
SC1,25/08/01,Ross County,Airdrie,0.0,1.0,A,0.0,1.0,A,2022.0,A. C. Gemmill ,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.35,3.0,2.35,2.37,3.5,2.37,,,,2.6,3.5,2.2,2.37,3.5,2.37
SC1,06/04/02,Airdrie,Partick,1.0,1.0,D,0.0,0.0,D,5700.0,"Rowbotham, J",6.0,11.0,2.0,5.0,0.0,0.0,5.0,4.0,8.0,10.0,3.0,5.0,1.0,0.0,0.0,0.0,10.0,0.0,2.52,3.35,2.3,2.3,3.1,2.3,2.25,3.5,2.5,2.375,3.4,2.375,2.5,3.25,2.375,2.5,3.3,2.37
SC1,16/03/02,Raith Rvs,Inverness C,0.0,0.0,D,0.0,0.0,D,1590.0,"Fyfe, I. M.",7.0,10.0,1.0,2.0,0.0,0.0,5.0,6.0,11.0,13.0,0.0,3.0,1.0,1.0,1.0,0.0,35.0,10.0,2.25,3.2,2.7,2.2,3.1,2.5,2.25,3.5,2.5,2.375,3.3,2.5,2.25,3.6,2.5,2.1,3.3,2.87
SC1,09/03/02,St Mirren,Airdrie,2.0,1.0,H,1.0,0.0,H,3049.0,"Rowbotham, J",13.0,7.0,4.0,4.0,3.0,0.0,6.0,10.0,12.0,17.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,10.0,2.55,3.45,2.25,2.3,3.1,2.3,2.37,3.5,2.37,2.5,3.5,2.25,2.5,3.6,2.25,2.6,3.4,2.25
SC1,01/12/01,Falkirk,Arbroath,3.0,2.0,H,1.0,0.0,H,2047.0,A. C. Gemmill,9.0,9.0,5.0,3.0,1.0,0.0,4.0,6.0,16.0,21.0,0.0,4.0,1.0,4.0,0.0,1.0,10.0,65.0,1.95,3.4,3.1,2.0,3.0,2.9,,,,1.91,3.4,3.2,2.0,3.6,2.88,2.0,3.4,3.0
SC1,02/02/02,St Mirren,Arbroath,2.0,3.0,A,0.0,2.0,A,2528.0,"Martindale, E.",8.0,12.0,4.0,5.0,0.0,0.0,4.0,8.0,7.0,15.0,6.0,2.0,0.0,1.0,0.0,0.0,0.0,10.0,1.7,3.6,3.8,1.7,3.2,3.7,1.73,3.5,3.75,1.7,3.5,3.8,1.727,3.75,3.6,1.72,3.6,3.75
SC1,18/09/01,Falkirk,Partick,1.0,1.0,D,0.0,0.0,D,2633.0,J. R. Underhill,11.0,7.0,6.0,3.0,0.0,0.0,3.0,3.0,11.0,21.0,2.0,5.0,2.0,4.0,0.0,0.0,20.0,40.0,,,,2.35,3.0,2.35,2.37,3.5,2.37,2.5,3.3,2.3,2.75,3.5,2.1,2.5,3.4,2.3
SC1,15/12/01,Partick,St Mirren,1.0,0.0,H,0.0,0.0,D,4750.0,K. E. Toner,7.0,7.0,4.0,4.0,0.0,0.0,3.0,7.0,20.0,10.0,1.0,0.0,3.0,1.0,0.0,0.0,30.0,10.0,1.9,3.3,3.5,2.0,3.0,2.9,,,,1.91,3.4,3.2,1.91,3.75,3.0,1.9,3.4,3.25
SC1,13/04/02,Arbroath,Ross County,1.0,1.0,D,0.0,1.0,A,826.0,"McGarry, B. J.",10.0,5.0,6.0,3.0,1.0,0.0,7.0,8.0,8.0,10.0,0.0,3.0,1.0,2.0,0.0,0.0,10.0,20.0,2.25,3.5,2.5,,,,2.37,3.5,2.37,2.25,3.4,2.5,2.375,3.25,2.5,2.25,3.5,2.5
SC1,13/04/02,Inverness C,Clyde,1.0,1.0,D,0.0,0.0,D,1525.0,"Melville, C. J.",10.0,8.0,4.0,4.0,1.0,1.0,7.0,6.0,4.0,7.0,2.0,2.0,1.0,1.0,0.0,0.0,10.0,10.0,2.0,3.5,2.9,,,,2.0,3.4,3.0,2.0,3.4,2.9,2.2,3.25,2.75,1.9,3.4,3.25
SC1,25/08/01,St Mirren,Inverness C,1.0,1.0,D,0.0,0.0,D,3444.0,J. R. Underhill,9.0,7.0,5.0,3.0,0.0,0.0,3.0,6.0,6.0,15.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,20.0,,,,1.55,3.5,4.2,1.57,3.5,5.0,,,,1.62,3.75,4.0,1.61,3.75,4.2
SC1,30/03/02,St Mirren,Raith Rvs,1.0,0.0,H,1.0,0.0,H,4014.0,"Dougal, S.",6.0,14.0,3.0,8.0,0.0,2.0,7.0,8.0,14.0,14.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,25.0,1.9,3.5,3.15,2.0,3.1,2.8,2.0,3.4,3.0,2.0,3.4,2.9,2.0,3.4,3.0,1.9,3.4,3.25
SC1,22/09/01,Airdrie,Inverness C,6.0,0.0,H,5.0,0.0,H,1197.0,H. Dallas,13.0,5.0,10.0,0.0,0.0,0.0,2.0,3.0,4.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.65,3.3,3.7,1.73,3.5,3.75,1.7,3.6,3.75,1.67,3.6,4.0,1.66,3.6,4.0
SC1,22/09/01,Arbroath,Falkirk,1.0,0.0,H,0.0,0.0,D,1072.0,C. Hardie,10.0,8.0,3.0,4.0,2.0,0.0,1.0,7.0,11.0,12.0,3.0,4.0,2.0,0.0,0.0,0.0,20.0,0.0,,,,2.8,3.1,2.0,2.75,3.5,2.1,2.75,3.4,2.1,2.88,3.6,2.0,3.0,3.4,2.0
SC1,06/04/02,Arbroath,St Mirren,0.0,3.0,A,0.0,1.0,A,1310.0,"MacKay, C. J.",3.0,8.0,1.0,6.0,0.0,1.0,8.0,8.0,8.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,10.0,0.0,1.96,3.45,3.05,1.9,3.2,2.9,1.83,3.5,3.4,1.909,3.4,3.2,1.833,3.5,3.4,2.0,3.4,3.0
SC1,24/11/01,Ross County,Falkirk,1.0,2.0,A,0.0,1.0,A,2184.0,R. Orr,7.0,6.0,2.0,3.0,1.0,0.0,10.0,5.0,9.0,10.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,20.0,2.05,3.15,3.1,1.9,3.2,2.9,,,,2.05,3.3,2.88,2.1,3.5,2.75,2.1,3.4,2.8
SC1,23/03/02,Arbroath,Raith Rvs,2.0,2.0,D,2.0,1.0,H,1185.0,"Conroy, S",7.0,9.0,5.0,5.0,0.0,1.0,7.0,11.0,12.0,9.0,1.0,0.0,3.0,2.0,0.0,0.0,30.0,20.0,1.8,3.4,3.75,1.75,3.3,3.4,1.83,3.5,3.4,1.833,3.5,3.4,1.8,3.5,3.5,1.72,3.6,3.75
SC1,18/08/01,Falkirk,St Mirren,3.0,2.0,H,0.0,1.0,A,3748.0,J Rowbotham,21.0,10.0,11.0,5.0,0.0,0.0,12.0,3.0,14.0,15.0,1.0,2.0,4.0,3.0,0.0,0.0,40.0,30.0,,,,2.3,3.1,2.3,2.37,3.5,2.37,,,,2.6,3.5,2.2,2.5,3.4,2.3
SC1,01/12/01,Clyde,Ayr,2.0,2.0,D,1.0,1.0,D,1303.0,J. D. K. Smith,7.0,11.0,3.0,6.0,0.0,0.0,6.0,6.0,11.0,10.0,3.0,2.0,1.0,1.0,0.0,0.0,10.0,10.0,2.05,3.25,3.0,2.1,3.1,2.7,,,,2.1,3.5,2.7,2.2,3.4,2.62,2.2,3.5,2.6
SC1,20/04/02,Falkirk,Inverness C,0.0,0.0,D,0.0,0.0,D,1965.0,"Rowbotham, J",10.0,14.0,6.0,9.0,0.0,1.0,4.0,5.0,15.0,6.0,4.0,2.0,3.0,1.0,0.0,0.0,30.0,10.0,2.15,3.2,2.95,,,,2.25,3.5,2.5,,,,2.375,3.5,2.375,2.1,3.5,2.75
SC1,18/09/01,Arbroath,Ayr,3.0,2.0,H,2.0,2.0,D,468.0,J.Gilmour,6.0,9.0,4.0,5.0,0.0,0.0,3.0,3.0,11.0,16.0,3.0,2.0,2.0,3.0,0.0,0.0,20.0,30.0,,,,3.6,3.4,1.65,3.75,3.5,1.73,3.75,3.5,1.73,4.0,3.6,1.67,4.0,3.4,1.72
SC1,18/08/01,Partick,Inverness C,1.0,0.0,H,1.0,0.0,H,3314.0,T. M. McCurry,9.0,8.0,2.0,1.0,0.0,0.0,6.0,5.0,13.0,13.0,6.0,2.0,1.0,2.0,0.0,0.0,10.0,20.0,,,,1.8,3.2,3.3,1.8,3.5,3.5,,,,1.83,3.5,3.4,1.9,3.4,3.25
SC1,02/03/02,Partick,Arbroath,2.0,2.0,D,0.0,2.0,A,3000.0,"Clark, K. W.",12.0,10.0,5.0,3.0,0.0,0.0,5.0,8.0,15.0,13.0,1.0,0.0,1.0,2.0,0.0,1.0,10.0,45.0,1.55,3.8,4.55,1.55,3.7,3.8,1.57,3.5,5.0,1.5,3.5,5.5,1.533,3.6,5.0,1.57,4.0,4.2
SC1,18/08/01,Airdrie,Ayr,2.0,1.0,H,1.0,1.0,D,2039.0,C. J. Melville,11.0,6.0,4.0,2.0,0.0,0.0,9.0,6.0,13.0,23.0,3.0,4.0,1.0,3.0,0.0,0.0,10.0,30.0,,,,2.8,3.0,2.1,2.75,3.5,2.1,,,,2.6,3.5,2.2,2.8,3.4,2.1
SC1,17/11/01,Arbroath,Raith Rvs,1.0,1.0,D,1.0,0.0,H,1034.0,W. S. G. Young,11.0,13.0,6.0,6.0,0.0,0.0,7.0,4.0,13.0,11.0,2.0,2.0,1.0,4.0,0.0,0.0,10.0,40.0,1.85,3.3,3.5,1.8,3.2,3.3,,,,1.8,3.5,3.4,1.83,3.5,3.4,1.8,3.6,3.4
SC1,18/09/01,Clyde,Airdrie,0.0,3.0,A,0.0,3.0,A,908.0,D. G. McDonald,6.0,16.0,1.0,9.0,0.0,0.0,5.0,5.0,13.0,13.0,8.0,7.0,4.0,0.0,1.0,0.0,65.0,0.0,,,,2.4,3.0,2.3,2.5,3.5,2.25,2.5,3.4,2.25,2.5,3.6,2.25,2.5,3.4,2.3
SC1,23/02/02,Raith Rvs,Falkirk,5.0,1.0,H,2.0,1.0,H,2511.0,"Cassidy, B. W.",11.0,8.0,8.0,4.0,0.0,0.0,6.0,6.0,10.0,11.0,3.0,4.0,1.0,2.0,0.0,0.0,10.0,20.0,2.3,3.15,2.75,2.2,3.1,2.5,2.25,3.5,2.5,2.25,3.5,2.5,2.25,3.6,2.5,2.25,3.3,2.62
SC1,29/09/01,St Mirren,Arbroath,1.0,0.0,H,1.0,0.0,H,3020.0,I. M. Fyfe,11.0,6.0,3.0,3.0,0.0,0.0,10.0,3.0,19.0,19.0,2.0,1.0,3.0,5.0,0.0,0.0,30.0,50.0,,,,1.55,3.5,4.2,,,,1.67,3.5,4.2,1.67,3.6,4.0,1.66,3.8,3.8
SC1,11/08/01,Arbroath,Airdrie,0.0,6.0,A,0.0,2.0,A,926.0,D. Somers ,4.0,13.0,1.0,8.0,0.0,1.0,2.0,4.0,12.0,11.0,1.0,6.0,1.0,0.0,0.0,0.0,10.0,0.0,,,,2.0,3.0,2.9,2.2,3.5,2.62,,,,2.1,3.5,2.75,2.1,3.4,2.8
SC1,09/02/02,Ross County,Raith Rvs,4.0,2.0,H,1.0,1.0,D,2592.0,"Hynd, J",9.0,5.0,6.0,2.0,0.0,0.0,11.0,4.0,3.0,7.0,6.0,1.0,0.0,2.0,0.0,0.0,0.0,20.0,2.2,3.1,2.85,2.1,3.1,2.7,2.0,3.6,2.87,2.1,3.4,2.75,2.1,3.4,2.8,2.2,3.5,2.62
SC1,20/10/01,Ross County,Ayr,3.0,2.0,H,1.0,0.0,H,1991.0,S. Conroy,13.0,15.0,6.0,6.0,0.0,1.0,4.0,9.0,16.0,6.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,10.0,2.6,3.25,2.3,2.3,3.2,2.3,,,,,,,2.75,3.5,2.1,2.5,3.4,2.3
SC1,22/09/01,Ross County,Partick,3.0,2.0,H,2.0,2.0,D,3312.0,G Mckay,10.0,10.0,5.0,5.0,0.0,0.0,9.0,8.0,18.0,5.0,0.0,4.0,1.0,0.0,0.0,0.0,10.0,0.0,,,,2.8,3.0,2.1,2.75,3.5,2.1,3.3,3.4,1.91,2.88,3.6,2.0,3.0,3.4,2.0
SC1,16/03/02,Partick,Falkirk,3.0,0.0,H,1.0,0.0,H,4222.0,"Mitchell, G. P.",7.0,8.0,4.0,3.0,0.0,0.0,2.0,4.0,14.0,10.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,20.0,1.55,3.55,4.95,1.55,3.5,4.2,1.67,3.6,4.0,1.615,3.5,4.5,1.571,3.75,4.5,1.53,3.6,5.0
SC1,25/08/01,Falkirk,Clyde,1.0,1.0,D,0.0,1.0,A,2618.0,H. Dallas,9.0,10.0,4.0,7.0,0.0,0.0,0.0,2.0,13.0,14.0,3.0,3.0,1.0,3.0,0.0,0.0,10.0,30.0,,,,1.6,3.4,3.9,1.67,3.6,4.0,,,,1.67,3.6,4.0,1.66,3.6,4.0
SC1,02/03/02,Airdrie,Ross County,0.0,2.0,A,0.0,0.0,D,1337.0,"McDonald, D. G.",8.0,10.0,5.0,8.0,0.0,0.0,6.0,4.0,8.0,12.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,20.0,1.6,3.5,4.6,1.6,3.4,3.9,1.67,3.6,4.0,1.571,3.6,4.5,1.615,3.6,4.333,1.57,4.0,4.2
SC1,29/12/01,St Mirren,Inverness C,0.0,0.0,D,0.0,0.0,D,4089.0,"Martindale, E.",8.0,11.0,6.0,4.0,0.0,0.0,5.0,4.0,8.0,14.0,1.0,0.0,1.0,1.0,0.0,0.0,10.0,10.0,1.7,3.6,3.8,1.7,3.3,3.6,1.8,3.5,3.5,1.75,3.5,3.6,1.91,3.5,3.2,1.66,3.6,4.0
SC1,02/02/02,Clyde,Raith Rvs,1.0,2.0,A,0.0,1.0,A,1095.0,"Melville, C. J.",12.0,11.0,4.0,5.0,2.0,0.0,6.0,8.0,12.0,14.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,3.45,3.75,1.8,3.2,3.3,1.8,3.5,3.5,1.75,3.5,3.6,1.8,3.5,3.5,1.8,3.5,3.5
SC1,16/02/02,St Mirren,Clyde,2.0,2.0,D,1.0,1.0,D,2840.0,"Toner, K. E.",10.0,8.0,5.0,6.0,0.0,1.0,7.0,10.0,15.0,15.0,1.0,0.0,1.0,3.0,0.0,1.0,10.0,55.0,1.9,3.3,3.5,1.9,3.1,3.0,1.91,3.4,3.25,1.9,3.4,3.2,2.0,3.4,3.0,1.9,3.4,3.25
SC1,13/10/01,St Mirren,Partick,1.0,0.0,H,0.0,0.0,D,5611.0,S. Dougal,12.0,4.0,5.0,0.0,1.0,1.0,9.0,3.0,4.0,11.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,,,,,,,,,,,,,2.25,3.4,2.6,2.2,3.3,2.7
SC1,01/12/01,Partick,Ross County,0.0,0.0,D,0.0,0.0,D,3589.0,D. Somers,16.0,5.0,9.0,4.0,0.0,0.0,14.0,3.0,12.0,5.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.45,3.7,6.0,1.4,3.7,5.3,,,,1.44,3.8,5.5,1.44,3.75,6.0,1.44,3.75,6.0
SC1,27/10/01,St Mirren,Airdrie,0.0,0.0,D,0.0,0.0,D,4323.0,B. J. McGarry,15.0,11.0,11.0,4.0,0.0,0.0,8.0,6.0,10.0,8.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,20.0,2.37,3.3,2.47,2.3,3.1,2.3,,,,2.4,3.4,2.4,2.38,3.5,2.38,2.4,3.4,2.4
SC1,26/01/02,Raith Rvs,Arbroath,0.0,0.0,D,0.0,0.0,D,1737.0,"Brown, T.",10.0,16.0,4.0,4.0,0.0,1.0,9.0,7.0,13.0,10.0,1.0,3.0,2.0,1.0,0.0,0.0,20.0,10.0,2.25,3.2,2.7,2.1,3.1,2.7,2.1,3.5,2.75,2.2,3.4,2.6,2.25,3.6,2.5,2.2,3.4,2.62
SC1,17/11/01,Clyde,Partick,3.0,1.0,H,2.0,0.0,H,3553.0,J. D. K. Smith,13.0,12.0,6.0,2.0,0.0,4.0,2.0,9.0,23.0,12.0,3.0,2.0,3.0,2.0,0.0,0.0,30.0,20.0,2.85,3.2,2.15,2.6,3.2,2.1,,,,2.75,3.4,2.1,2.8,3.4,2.1,2.62,3.4,2.2
SC1,05/03/02,Falkirk,Clyde,1.0,6.0,A,1.0,1.0,D,1874.0,"Cassidy, B. W.",6.0,15.0,3.0,11.0,0.0,0.0,3.0,4.0,12.0,12.0,7.0,6.0,3.0,2.0,0.0,0.0,30.0,20.0,2.05,3.5,2.85,,,,2.0,3.6,2.87,2.1,3.5,2.7,2.1,3.5,2.75,2.1,3.4,2.8
SC1,27/04/02,Raith Rvs,Ross County,0.0,1.0,A,0.0,0.0,D,1216.0,"Smith, D",8.0,10.0,5.0,6.0,1.0,1.0,10.0,5.0,7.0,13.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.55,3.2,2.45,,,,2.5,3.5,2.25,,,,2.75,3.25,2.2,2.4,3.4,2.4
SC1,15/12/01,Ross County,Arbroath,0.0,1.0,A,0.0,0.0,D,2056.0,B. J McGarry,6.0,5.0,2.0,2.0,0.0,0.0,4.0,3.0,3.0,7.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,20.0,2.1,3.25,3.0,2.0,3.0,2.9,,,,2.1,3.5,2.7,2.1,3.5,2.75,2.0,3.4,3.0
SC1,27/04/02,Ayr,Airdrie,1.0,0.0,H,1.0,0.0,H,2793.0,"Orr, D.",,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.3,3.25,2.7,,,,2.25,3.4,2.625,,,,2.25,3.4,2.6,,,
SC1,25/08/01,Arbroath,Partick,1.0,3.0,A,0.0,0.0,D,1510.0,B. W. Cassidy,6.0,9.0,2.0,4.0,0.0,0.0,6.0,4.0,12.0,11.0,1.0,4.0,1.0,1.0,0.0,0.0,10.0,10.0,,,,3.1,3.4,1.8,3.0,3.4,2.0,,,,2.88,3.6,2.0,3.0,3.4,2.0
SC1,22/09/01,Raith Rvs,St Mirren,3.0,0.0,H,1.0,0.0,H,2465.0,D. Smith,17.0,12.0,8.0,5.0,0.0,0.0,9.0,1.0,19.0,19.0,5.0,3.0,4.0,2.0,0.0,1.0,40.0,45.0,,,,2.3,3.2,2.3,2.37,3.5,2.37,2.38,3.4,2.38,2.38,3.5,2.38,2.4,3.4,2.4
SC1,24/11/01,Raith Rvs,Clyde,1.0,2.0,A,1.0,1.0,D,1556.0,G. T. Clyde,14.0,9.0,8.0,6.0,1.0,0.0,6.0,4.0,14.0,13.0,1.0,1.0,1.0,2.0,1.0,0.0,35.0,20.0,2.3,3.1,2.7,2.3,3.0,2.4,,,,2.38,3.4,2.4,2.25,3.6,2.5,2.37,3.3,2.5
SC1,23/03/02,Falkirk,Airdrie,2.0,2.0,D,0.0,1.0,A,2601.0,"Clyde, G. T.",12.0,11.0,6.0,7.0,1.0,0.0,3.0,6.0,16.0,11.0,3.0,9.0,0.0,1.0,0.0,0.0,0.0,10.0,2.72,3.2,2.3,2.5,3.1,2.2,2.37,3.5,2.37,2.6,3.4,2.25,2.5,3.6,2.25,2.6,3.4,2.25
