Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Attendance,Referee,HS,AS,HST,AST,HHW,AHW,HC,AC,HF,AF,HO,AO,HY,AY,HR,AR,HBP,ABP,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,SYH,SYD,SYA,WHH,WHD,WHA
SC1,02/02/02,Partick,Airdrie,1.0,1.0,D,0.0,1.0,A,6663.0,"Dallas, H.",11.0,6.0,5.0,3.0,1.0,0.0,3.0,3.0,11.0,10.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,20.0,2.1,3.4,2.78,2.1,3.1,2.7,2.1,3.5,2.75,2.1,3.4,2.75,2.1,3.4,2.8,2.1,3.4,2.8
SC1,15/09/01,Ross County,Inverness C,2.0,1.0,H,0.0,0.0,D,4414.0,W. S. G. Young,10.0,7.0,5.0,5.0,1.0,0.0,0.0,8.0,12.0,10.0,0.0,2.0,1.0,1.0,0.0,1.0,10.0,35.0,,,,2.3,3.2,2.3,,,,2.4,3.5,2.3,2.38,3.5,2.38,2.5,3.5,2.25
SC1,02/02/02,Inverness C,Ayr,1.0,1.0,D,1.0,0.0,H,1409.0,"Summers, D",6.0,9.0,5.0,3.0,0.0,0.0,3.0,2.0,10.0,14.0,1.0,3.0,1.0,4.0,0.0,0.0,10.0,40.0,2.1,3.5,2.72,2.1,3.1,2.7,2.2,3.5,2.62,2.1,3.4,2.75,2.2,3.4,2.625,2.1,3.5,2.75
SC1,26/02/02,Arbroath,Partick,1.0,0.0,H,1.0,0.0,H,1074.0,"Thomson, G",12.0,9.0,5.0,3.0,0.0,0.0,1.0,4.0,17.0,14.0,3.0,6.0,2.0,0.0,0.0,0.0,20.0,0.0,2.9,3.4,2.05,2.7,3.1,2.1,2.75,3.5,2.1,2.875,3.5,2.0,3.0,3.75,1.909,3.0,3.4,2.0
SC1,10/11/01,Ayr,Arbroath,0.0,1.0,A,0.0,1.0,A,1977.0,E. D. Mack,15.0,8.0,8.0,8.0,0.0,0.0,5.0,6.0,10.0,11.0,2.0,0.0,3.0,1.0,0.0,0.0,30.0,10.0,1.85,3.3,3.5,1.75,3.4,3.3,,,,1.83,3.4,3.4,1.83,3.4,3.5,1.8,3.6,3.4
SC1,15/12/01,Airdrie,Raith Rvs,1.0,1.0,D,0.0,1.0,A,1566.0,A. Freeland,15.0,14.0,7.0,4.0,1.0,1.0,11.0,3.0,15.0,16.0,0.0,5.0,3.0,4.0,0.0,0.0,30.0,40.0,1.4,4.0,6.6,1.4,3.6,5.5,,,,1.36,4.2,6.0,1.36,4.33,6.5,1.4,3.75,7.0
SC1,10/11/01,Raith Rvs,Inverness C,1.0,5.0,A,1.0,2.0,A,1468.0,I. M. Fyfe,7.0,12.0,4.0,7.0,0.0,0.0,5.0,7.0,17.0,22.0,2.0,6.0,3.0,4.0,0.0,0.0,30.0,40.0,2.3,3.2,2.65,2.1,3.1,2.7,,,,2.38,3.4,2.38,2.25,3.4,2.6,2.1,3.5,2.75
SC1,12/01/02,Arbroath,Ayr,0.0,2.0,A,0.0,0.0,D,700.0,"Clyde, G. T.",12.0,8.0,3.0,3.0,0.0,2.0,8.0,7.0,8.0,10.0,4.0,5.0,2.0,1.0,0.0,0.0,20.0,10.0,2.52,3.35,2.3,2.3,3.1,2.3,2.5,3.5,2.25,2.5,3.4,2.25,2.5,3.6,2.25,2.5,3.4,2.3
SC1,18/08/01,Clyde,Arbroath,1.0,0.0,H,0.0,0.0,D,784.0,J. Fleming,8.0,4.0,4.0,3.0,0.0,0.0,10.0,2.0,18.0,18.0,6.0,1.0,3.0,5.0,0.0,0.0,30.0,50.0,,,,1.75,3.2,3.5,1.8,3.5,3.5,,,,1.8,3.6,3.4,1.8,3.4,3.6
SC1,08/12/01,St Mirren,Falkirk,1.0,5.0,A,0.0,1.0,A,4015.0,D. G. McDonald,10.0,11.0,5.0,7.0,0.0,0.0,5.0,2.0,12.0,20.0,0.0,0.0,3.0,4.0,1.0,0.0,55.0,40.0,1.7,3.45,4.2,1.7,3.2,3.7,,,,1.73,3.5,3.75,1.67,3.6,4.0,1.72,3.4,4.0
SC1,18/09/01,St Mirren,Ross County,1.0,0.0,H,1.0,0.0,H,2364.0,R. Orr,11.0,13.0,5.0,5.0,0.0,0.0,4.0,8.0,9.0,20.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,20.0,,,,1.55,3.5,4.2,1.61,3.5,4.5,1.57,3.6,4.5,1.62,3.6,4.33,1.53,4.0,4.5
SC1,09/03/02,Ross County,Clyde,2.0,1.0,H,0.0,0.0,D,2145.0,"Melin, P",7.0,7.0,4.0,5.0,0.0,0.0,4.0,4.0,5.0,7.0,2.0,2.0,2.0,2.0,0.0,0.0,20.0,20.0,2.2,3.3,2.7,2.1,3.1,2.7,2.0,3.6,2.87,2.1,3.5,2.7,2.2,3.5,2.6,2.1,3.5,2.75
SC1,09/03/02,Arbroath,Inverness C,1.0,0.0,H,0.0,0.0,D,738.0,"Thompson, C",9.0,7.0,4.0,3.0,1.0,0.0,6.0,6.0,11.0,8.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,3.4,2.8,2.1,3.1,2.7,2.0,3.4,3.0,2.1,3.5,2.7,2.1,3.5,2.75,2.1,3.5,2.75
SC1,08/09/01,Clyde,Ross County,3.0,0.0,H,2.0,0.0,H,1050.0,C. Hardie,15.0,7.0,8.0,3.0,0.0,0.0,4.0,1.0,8.0,12.0,1.0,4.0,1.0,1.0,0.0,0.0,10.0,10.0,,,,1.85,3.3,3.2,,,,1.83,3.5,3.25,1.83,3.5,3.4,1.8,3.5,3.5
SC1,30/03/02,Partick,Ross County,1.0,1.0,D,0.0,0.0,D,4013.0,"Underhill, J. R.",12.0,3.0,6.0,1.0,0.0,0.0,8.0,3.0,13.0,12.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,10.0,1.63,3.4,4.5,1.7,3.2,3.7,1.8,3.4,3.6,1.615,3.4,4.5,1.667,3.6,4.0,1.66,3.6,4.0
SC1,29/09/01,Clyde,Raith Rvs,3.0,2.0,H,2.0,0.0,H,1220.0,C Thompson,10.0,12.0,4.0,4.0,1.0,0.0,9.0,10.0,11.0,18.0,2.0,6.0,1.0,3.0,0.0,0.0,10.0,30.0,,,,2.4,3.0,2.3,,,,2.4,3.4,2.4,2.25,3.6,2.5,2.4,3.4,2.4
SC1,02/02/02,Falkirk,Ross County,1.0,4.0,A,0.0,3.0,A,1834.0,"Dougal, S.",11.0,9.0,7.0,5.0,0.0,0.0,5.0,2.0,13.0,15.0,1.0,14.0,2.0,1.0,0.0,0.0,20.0,10.0,1.78,3.5,3.55,1.75,3.3,3.4,1.8,3.5,3.5,1.8,3.4,3.5,1.8,3.6,3.4,1.8,3.5,3.5
SC1,12/03/02,Clyde,Ross County,0.0,0.0,D,0.0,0.0,D,703.0,"Thompson, C",13.0,11.0,3.0,6.0,0.0,0.0,5.0,5.0,12.0,17.0,0.0,1.0,1.0,3.0,0.0,0.0,10.0,30.0,2.15,3.5,2.65,2.2,3.1,2.5,2.2,3.5,2.62,2.1,3.5,2.7,2.2,3.5,2.6,2.2,3.5,2.62
SC1,15/09/01,Ayr,St Mirren,4.0,2.0,H,2.0,1.0,H,3645.0,G. T. Clyde,13.0,7.0,7.0,5.0,1.0,0.0,1.0,4.0,20.0,5.0,4.0,1.0,2.0,1.0,0.0,0.0,20.0,10.0,,,,2.2,3.2,2.4,,,,2.25,3.4,2.5,2.25,3.4,2.6,2.4,3.4,2.4
SC1,20/10/01,Falkirk,Inverness C,1.0,2.0,A,1.0,0.0,H,2075.0,G. T. Clyde,14.0,11.0,6.0,7.0,0.0,0.0,7.0,4.0,10.0,16.0,3.0,1.0,2.0,1.0,0.0,0.0,20.0,10.0,2.2,3.25,2.72,2.1,3.1,2.7,,,,,,,2.2,3.5,2.62,2.25,3.4,2.6
SC1,15/12/01,Clyde,Inverness C,1.0,0.0,H,0.0,0.0,D,782.0,H. Dallas,8.0,9.0,2.0,5.0,1.0,0.0,5.0,10.0,13.0,11.0,3.0,0.0,1.0,1.0,0.0,0.0,10.0,10.0,2.05,3.35,2.95,2.0,3.0,2.9,,,,1.91,3.5,3.1,2.1,3.5,2.75,1.9,3.4,3.25
SC1,16/02/02,Raith Rvs,Partick,2.0,0.0,H,2.0,0.0,H,2729.0,"McGarry, B. J.",6.0,14.0,6.0,4.0,0.0,2.0,3.0,8.0,9.0,12.0,1.0,3.0,1.0,0.0,0.0,0.0,10.0,0.0,3.6,3.4,1.85,3.1,3.2,1.85,3.2,3.5,1.91,3.4,3.5,1.8,3.6,3.75,1.727,3.5,3.5,1.8
SC1,15/09/01,Partick,Clyde,3.0,0.0,H,2.0,0.0,H,4226.0,I. G. Frickleton,9.0,8.0,8.0,3.0,0.0,0.0,2.0,6.0,17.0,12.0,7.0,2.0,1.0,1.0,0.0,0.0,10.0,10.0,,,,1.7,3.3,3.5,,,,1.67,3.5,4.0,1.8,3.75,3.25,1.8,3.6,3.4
SC1,08/12/01,Raith Rvs,Ross County,1.0,3.0,A,0.0,3.0,A,1449.0,E. Martindale,10.0,9.0,7.0,5.0,0.0,1.0,5.0,5.0,16.0,15.0,3.0,5.0,2.0,0.0,0.0,0.0,20.0,0.0,2.15,3.2,2.95,2.1,3.1,2.7,,,,2.1,3.4,2.75,2.1,3.5,2.75,2.1,3.4,2.8
SC1,06/04/02,Raith Rvs,Clyde,0.0,1.0,A,0.0,1.0,A,1621.0,"Smith, D",10.0,12.0,1.0,5.0,1.0,0.0,11.0,12.0,6.0,11.0,3.0,1.0,1.0,1.0,0.0,0.0,10.0,10.0,2.42,3.4,2.38,2.3,3.1,2.3,2.37,3.5,2.37,2.25,3.5,2.5,2.375,3.5,2.375,2.4,3.4,2.4
SC1,03/11/01,Partick,Arbroath,4.0,1.0,H,2.0,0.0,H,3253.0,I. Brines,7.0,9.0,5.0,3.0,0.0,1.0,5.0,1.0,12.0,10.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,1.5,3.7,5.2,1.5,3.5,4.5,,,,1.53,3.75,4.6,1.57,3.75,4.5,1.53,4.0,4.5
SC1,04/08/01,Clyde,Inverness C,1.0,1.0,D,1.0,0.0,H,920.0,J. R. Underhill,8.0,9.0,4.0,4.0,0.0,0.0,2.0,5.0,6.0,18.0,2.0,6.0,0.0,1.0,0.0,0.0,0.0,10.0,,,,2.3,3.0,2.3,2.37,3.5,2.37,2.38,3.4,2.4,2.38,3.5,2.38,2.5,3.4,2.3
SC1,24/11/01,Arbroath,St Mirren,0.0,2.0,A,0.0,1.0,A,1392.0,C. Hardie,5.0,13.0,2.0,8.0,1.0,1.0,3.0,10.0,9.0,13.0,2.0,2.0,3.0,2.0,0.0,0.0,30.0,20.0,2.4,3.05,2.6,2.3,3.1,2.3,,,,2.5,3.3,2.3,2.5,3.25,2.38,2.37,3.3,2.5
SC1,13/10/01,Arbroath,Ross County,2.0,1.0,H,1.0,0.0,H,946.0,C Thompson,9.0,11.0,5.0,6.0,0.0,0.0,3.0,11.0,9.0,9.0,3.0,2.0,1.0,0.0,0.0,0.0,10.0,0.0,,,,,,,,,,,,,2.2,3.5,2.62,2.2,3.3,2.7
SC1,13/04/02,Raith Rvs,Airdrie,2.0,1.0,H,1.0,1.0,D,1138.0,"Brown, T.",12.0,12.0,6.0,7.0,0.0,0.0,2.0,3.0,8.0,10.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.65,3.5,2.15,,,,2.5,3.5,2.25,2.75,3.5,2.05,2.75,3.5,2.1,2.75,3.5,2.1
SC1,20/04/02,Clyde,St Mirren,3.0,1.0,H,1.0,1.0,D,1480.0,"Martindale, E.",13.0,9.0,6.0,5.0,0.0,0.0,6.0,1.0,9.0,11.0,1.0,4.0,0.0,1.0,0.0,1.0,0.0,35.0,2.2,3.2,2.9,,,,2.1,3.5,2.75,,,,2.1,3.4,2.8,2.0,3.6,2.87
SC1,08/09/01,Airdrie,St Mirren,0.0,0.0,D,0.0,0.0,D,2657.0,T. M. McCurry,3.0,11.0,1.0,3.0,0.0,1.0,8.0,7.0,14.0,10.0,2.0,2.0,2.0,0.0,0.0,0.0,20.0,0.0,,,,2.3,3.0,2.4,,,,2.3,3.4,2.5,2.38,3.5,2.38,2.4,3.4,2.4
SC1,19/03/02,Ross County,Inverness C,0.0,0.0,D,0.0,0.0,D,4679.0,"Clark, M. A.",10.0,9.0,4.0,3.0,0.0,0.0,10.0,4.0,9.0,10.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,3.3,2.95,2.0,3.1,2.8,2.1,3.2,3.0,2.0,3.4,3.0,1.909,3.75,3.0,2.1,3.4,2.8
SC1,13/04/02,St Mirren,Partick,0.0,2.0,A,0.0,1.0,A,7352.0,"McDonald, D. G.",7.0,12.0,3.0,4.0,0.0,1.0,3.0,5.0,13.0,14.0,1.0,1.0,3.0,4.0,0.0,0.0,30.0,40.0,2.75,3.45,2.1,,,,2.37,3.5,2.37,2.75,3.4,2.1,2.75,3.5,2.1,2.75,3.5,2.1
SC1,15/09/01,Raith Rvs,Arbroath,3.0,1.0,H,0.0,1.0,A,1698.0,M. Ritchie,14.0,8.0,8.0,4.0,0.0,0.0,9.0,5.0,13.0,15.0,7.0,2.0,2.0,0.0,0.0,0.0,20.0,0.0,,,,1.65,3.3,3.7,,,,1.67,3.5,4.0,1.62,3.75,4.0,1.61,3.6,4.33
SC1,09/02/02,Partick,Inverness C,4.0,1.0,H,2.0,0.0,H,3969.0,"McCurry, T. M.",6.0,8.0,5.0,5.0,0.0,0.0,5.0,4.0,6.0,10.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,1.6,3.4,4.75,1.65,3.3,3.8,1.67,3.6,4.0,1.615,3.5,4.333,1.615,3.6,4.333,1.61,3.6,4.33
SC1,01/12/01,Inverness C,Airdrie,1.0,2.0,A,0.0,1.0,A,1591.0,C. J. MacKay,10.0,8.0,5.0,4.0,0.0,1.0,5.0,6.0,7.0,8.0,4.0,3.0,3.0,2.0,0.0,0.0,30.0,20.0,2.45,3.3,2.4,2.35,3.0,2.35,,,,2.4,3.4,2.38,2.38,3.5,2.38,2.4,3.4,2.4
SC1,17/11/01,St Mirren,Ayr,0.0,1.0,A,0.0,0.0,D,3973.0,T. Brown,8.0,4.0,4.0,2.0,0.0,0.0,3.0,2.0,7.0,12.0,0.0,2.0,1.0,1.0,0.0,0.0,10.0,10.0,1.65,3.4,4.4,1.6,3.4,3.9,,,,1.6,3.6,4.33,1.62,3.6,4.33,1.61,3.6,4.33
SC1,11/08/01,Inverness C,Falkirk,1.0,2.0,A,1.0,1.0,D,2281.0,A. Freeland,11.0,7.0,5.0,3.0,0.0,0.0,8.0,5.0,16.0,11.0,3.0,4.0,1.0,4.0,0.0,0.0,10.0,40.0,,,,2.1,3.0,2.8,2.2,3.5,2.62,,,,1.91,3.75,3.0,2.1,3.4,2.8
SC1,10/11/01,Airdrie,Clyde,1.0,2.0,A,0.0,0.0,D,1629.0,C Richmond,9.0,11.0,2.0,5.0,0.0,0.0,4.0,4.0,11.0,15.0,5.0,6.0,2.0,2.0,0.0,0.0,20.0,20.0,1.41,3.95,6.0,1.45,3.7,4.6,,,,1.4,3.75,6.5,1.4,4.33,5.5,1.36,4.5,6.0
SC1,20/04/02,Ross County,Ayr,1.0,1.0,D,1.0,0.0,H,2822.0,"McCurry, T. M.",10.0,10.0,5.0,6.0,0.0,0.0,2.0,1.0,10.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,3.2,2.9,,,,1.91,3.25,3.4,,,,1.909,3.5,3.2,2.0,3.6,2.87
SC1,12/01/02,Inverness C,Raith Rvs,5.0,0.0,H,2.0,0.0,H,1822.0,"McDonald, D. G.",14.0,7.0,10.0,2.0,1.0,1.0,8.0,2.0,8.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.65,3.55,4.15,1.65,3.3,3.8,1.73,3.75,3.5,1.67,3.5,4.0,,,,1.66,3.6,4.0
SC1,29/09/01,Inverness C,Ayr,3.0,1.0,H,0.0,0.0,D,1533.0,D. Somers,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,10.0,,,,2.5,3.1,2.2,,,,2.5,3.5,2.25,2.6,3.5,2.2,3.0,3.4,2.0
SC1,04/08/01,Falkirk,Ayr,1.0,2.0,A,1.0,0.0,H,2828.0,D. G. McDonald,9.0,10.0,4.0,8.0,0.0,0.0,5.0,7.0,13.0,19.0,2.0,5.0,2.0,1.0,0.0,0.0,20.0,10.0,,,,2.5,3.1,2.2,2.5,3.5,2.25,2.38,3.5,2.38,2.38,3.5,2.38,2.6,3.4,2.25
SC1,19/01/02,Ayr,Clyde,0.0,1.0,A,0.0,1.0,A,2151.0,"Hardie, C.",12.0,11.0,4.0,5.0,1.0,0.0,4.0,5.0,8.0,4.0,3.0,3.0,2.0,0.0,0.0,0.0,20.0,0.0,1.7,3.45,4.0,1.7,3.2,3.7,1.73,3.5,3.75,1.73,3.5,3.75,1.73,3.6,3.75,1.72,3.6,3.75
SC1,22/01/02,Airdrie,St Mirren,2.0,3.0,A,2.0,1.0,H,1803.0,"Young, W. S. G.",10.0,15.0,5.0,11.0,0.0,1.0,6.0,12.0,8.0,14.0,2.0,4.0,1.0,1.0,0.0,0.0,10.0,10.0,1.68,3.55,4.2,1.65,3.3,3.8,1.67,3.6,4.0,1.67,3.5,4.0,1.57,3.75,4.5,1.66,3.6,4.0
SC1,27/04/02,Inverness C,Partick,3.0,0.0,H,3.0,0.0,H,2506.0,"Clark, K. W.",9.0,10.0,5.0,4.0,1.0,0.0,6.0,3.0,8.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.55,3.2,2.45,,,,2.375,3.25,2.5,,,,2.5,3.6,2.25,2.4,3.4,2.4
SC1,13/04/02,Ayr,Falkirk,0.0,0.0,D,0.0,0.0,D,2473.0,"Dallas, H.",12.0,7.0,5.0,3.0,2.0,0.0,4.0,5.0,14.0,11.0,4.0,3.0,1.0,0.0,0.0,0.0,10.0,0.0,1.7,3.5,3.9,,,,1.83,3.6,3.25,1.7,3.5,3.8,1.727,3.75,3.6,1.8,4.0,3.1
SC1,19/01/02,Raith Rvs,St Mirren,1.0,0.0,H,0.0,0.0,D,1849.0,"Underhill, J. R.",8.0,6.0,2.0,2.0,0.0,0.0,6.0,7.0,14.0,11.0,0.0,2.0,2.0,0.0,0.0,0.0,20.0,0.0,2.65,3.15,2.4,2.5,3.1,2.2,2.5,3.5,2.25,2.6,3.4,2.2,2.6,3.5,2.2,2.6,3.4,2.25
SC1,09/02/02,Falkirk,St Mirren,0.0,0.0,D,0.0,0.0,D,2386.0,"McDonald, D. G.",17.0,10.0,6.0,4.0,0.0,0.0,7.0,6.0,7.0,10.0,1.0,2.0,1.0,0.0,0.0,0.0,10.0,0.0,2.37,3.1,2.62,2.3,3.1,2.3,2.25,3.5,2.5,2.3,3.5,2.4,2.375,3.5,2.375,2.3,3.4,2.5
SC1,16/02/02,Ayr,Ross County,0.0,0.0,D,0.0,0.0,D,2186.0,"Dallas, H.",10.0,7.0,5.0,3.0,0.0,0.0,6.0,5.0,5.0,5.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,20.0,1.7,3.5,4.0,1.65,3.3,3.8,1.67,3.6,4.0,1.667,3.5,4.0,1.667,3.6,4.0,1.66,3.5,4.2
SC1,04/08/01,Ross County,Arbroath,0.0,2.0,A,0.0,2.0,A,2682.0,T. M. McCurry,,,,,,,,,,,,,,,,,,,,,,1.6,3.5,3.9,1.73,3.5,3.75,1.73,3.5,3.75,1.73,3.75,3.6,1.66,3.6,4.0
SC1,06/04/02,Ayr,Inverness C,1.0,0.0,H,0.0,0.0,D,1818.0,"Underhill, J. R.",7.0,10.0,6.0,5.0,1.0,0.0,3.0,7.0,8.0,10.0,7.0,0.0,2.0,0.0,0.0,0.0,20.0,0.0,1.92,3.45,3.15,1.9,3.2,3.9,1.91,3.5,3.2,1.909,3.3,3.25,2.1,3.5,2.75,1.9,3.5,3.2
SC1,19/01/02,Arbroath,Falkirk,0.0,1.0,A,0.0,1.0,A,964.0,"Richmond, C",5.0,6.0,2.0,4.0,0.0,0.0,4.0,4.0,7.0,5.0,2.0,0.0,2.0,1.0,0.0,0.0,20.0,10.0,2.25,3.15,2.85,2.2,3.1,2.5,2.25,3.5,2.5,2.25,3.4,2.5,2.38,3.25,2.5,2.25,3.4,2.6
SC1,29/12/01,Ayr,Raith Rvs,3.0,1.0,H,0.0,0.0,D,2033.0,"Fyfe, I. M.",14.0,4.0,5.0,2.0,1.0,0.0,5.0,3.0,5.0,9.0,2.0,0.0,1.0,1.0,0.0,0.0,10.0,10.0,1.65,3.55,4.15,1.65,3.3,3.8,1.67,3.6,4.0,1.67,3.5,4.0,1.62,3.6,4.33,1.66,3.6,4.0
SC1,11/08/01,Ayr,Ross County,2.0,0.0,H,1.0,0.0,H,2457.0,H. Dallas,12.0,6.0,4.0,5.0,1.0,0.0,2.0,4.0,10.0,4.0,5.0,2.0,1.0,0.0,0.0,0.0,10.0,0.0,,,,1.5,3.5,4.5,1.5,3.6,5.5,,,,1.53,3.6,5.0,1.5,3.6,5.5
SC1,09/03/02,Ayr,Partick,1.0,1.0,D,0.0,0.0,D,3624.0,"Orr, R.",12.0,13.0,6.0,5.0,0.0,0.0,6.0,10.0,8.0,11.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,10.0,2.5,3.4,2.3,2.3,3.1,2.3,2.37,3.25,2.5,2.5,3.5,2.25,2.375,3.5,2.375,2.37,3.3,2.5
SC1,06/10/01,Raith Rvs,Airdrie,2.0,2.0,D,1.0,2.0,A,2077.0,D. Somers,12.0,10.0,7.0,4.0,0.0,0.0,9.0,3.0,11.0,6.0,0.0,1.0,1.0,1.0,0.0,0.0,10.0,10.0,,,,,,,,,,2.7,3.4,2.2,2.5,3.6,2.25,2.6,3.4,2.25
SC1,15/09/01,Airdrie,Falkirk,2.0,1.0,H,1.0,1.0,D,2108.0,K. W. Clark,15.0,6.0,8.0,2.0,0.0,0.0,7.0,3.0,14.0,13.0,6.0,6.0,3.0,0.0,0.0,0.0,30.0,0.0,,,,1.9,3.2,2.9,,,,1.91,3.4,3.2,2.0,3.6,2.88,1.9,3.4,3.25
SC1,27/04/02,Arbroath,Clyde,2.0,0.0,H,2.0,0.0,H,859.0,"Toner, K. E.",4.0,12.0,4.0,3.0,0.0,0.0,6.0,7.0,14.0,6.0,2.0,2.0,1.0,2.0,0.0,0.0,10.0,20.0,2.3,3.25,2.7,,,,2.25,3.5,2.5,,,,2.25,3.4,2.6,2.25,3.4,2.6
